name,normalized_name,prefecture,city,address,postal_code,latitude,longitude,phone_number,website_url,opening_hours,source,source_id,source_url
桃の湯,桃の湯,大阪府,,,,34.7146287,135.5362151,,,Th-Tu 14:00-23:30,openstreetmap,node/11555851373,https://www.openstreetmap.org/node/11555851373
ニューみよし湯,ニューみよし湯,大阪府,,,,34.7283684,135.5453174,,,We-Mo 14:00-23:00,openstreetmap,node/11555851375,https://www.openstreetmap.org/node/11555851375
白滝温泉,白滝温泉,大阪府,,,,34.725831,135.5338834,,,Sa-Th 15:00-23:30,openstreetmap,node/11555851376,https://www.openstreetmap.org/node/11555851376
第一三福湯,第一三福湯,大阪府,,,,34.704376,135.5341669,,,Sa-Th 14:00-00:00,openstreetmap,node/11555851469,https://www.openstreetmap.org/node/11555851469
ゆーでるらんど都,ゆーでるらんど都,大阪府,,,,34.7027933,135.5350362,,,Tu-Su 14:00-00:30,openstreetmap,node/11555851470,https://www.openstreetmap.org/node/11555851470
本道湯,本道湯,大阪府,,,,34.7228598,135.532136,,,Mo-Su 14:40-23:00,openstreetmap,node/11555871269,https://www.openstreetmap.org/node/11555871269
パール新温泉,パール新温泉,大阪府,,,,34.7005791,135.5631922,,,Fr-We 15:00-23:30,openstreetmap,node/11555871270,https://www.openstreetmap.org/node/11555871270
新朝日温泉,新朝日温泉,大阪府,,,,34.6903387,135.5714945,,,Mo-Su 15:00-23:30,openstreetmap,node/11555871271,https://www.openstreetmap.org/node/11555871271
七福温泉,七福温泉,大阪府,,,,34.6917858,135.5667089,,,Mo-Su 14:30-00:00,openstreetmap,node/11555871272,https://www.openstreetmap.org/node/11555871272
深草温泉,深草温泉,大阪府,,,,34.7138672,135.5456904,,,Tu-Su 15:00-23:30,openstreetmap,node/11555871273,https://www.openstreetmap.org/node/11555871273
つぼ花温泉,つぼ花温泉,大阪府,,,,34.7117132,135.5601778,,,Th-Tu 15:00-23:30,openstreetmap,node/11555871369,https://www.openstreetmap.org/node/11555871369
鈴蘭温泉,鈴蘭温泉,大阪府,,,,34.7122855,135.5439423,,,Fr-We 06:00-01:00,openstreetmap,node/11555880169,https://www.openstreetmap.org/node/11555880169
寿温泉,寿温泉,大阪府,,,,34.7068419,135.538512,,,,openstreetmap,node/11555880269,https://www.openstreetmap.org/node/11555880269
ユートピア白玉温泉,ユートピア白玉温泉,大阪府,,,,34.6986412,135.5402603,,,,openstreetmap,node/11555880369,https://www.openstreetmap.org/node/11555880369
寿温泉,寿温泉,大阪府,,,,34.6710391,135.4572619,,,,openstreetmap,node/11555925470,https://www.openstreetmap.org/node/11555925470
観幸温泉,観幸温泉,大阪府,,,,34.6868243,135.5490882,,,,openstreetmap,node/11555925569,https://www.openstreetmap.org/node/11555925569
万楽温泉,万楽温泉,大阪府,,,,34.6605968,135.4535627,,,,openstreetmap,node/11555925769,https://www.openstreetmap.org/node/11555925769
末広湯,末広湯,大阪府,,,,34.6663102,135.507766,,,,openstreetmap,node/11558490343,https://www.openstreetmap.org/node/11558490343
菊水温泉,菊水温泉,大阪府,,,,34.6790804,135.4765998,,,,openstreetmap,node/11558490589,https://www.openstreetmap.org/node/11558490589
パール温泉,パール温泉,大阪府,,,,34.6782803,135.5430002,,,,openstreetmap,node/11558521188,https://www.openstreetmap.org/node/11558521188
生駒温泉,生駒温泉,大阪府,,,,34.6771681,135.5380213,,,,openstreetmap,node/11558613470,https://www.openstreetmap.org/node/11558613470
八坂湯,八坂湯,大阪府,,,,34.6750975,135.5379358,,,,openstreetmap,node/11558613471,https://www.openstreetmap.org/node/11558613471
余喜温泉,余喜温泉,大阪府,,,,34.6700092,135.5597022,,,,openstreetmap,node/11558613472,https://www.openstreetmap.org/node/11558613472
鹿島湯,鹿島湯,大阪府,,,,34.6712986,135.5534762,,,,openstreetmap,node/11558618869,https://www.openstreetmap.org/node/11558618869
白鶴温泉,白鶴温泉,大阪府,,,,34.6670305,135.5311121,,,,openstreetmap,node/11558673869,https://www.openstreetmap.org/node/11558673869
大栄湯,大栄湯,大阪府,,,,34.6653799,135.5542836,,,,openstreetmap,node/11558673969,https://www.openstreetmap.org/node/11558673969
三光湯,三光湯,大阪府,,,,34.6646016,135.4799752,,,,openstreetmap,node/11558863369,https://www.openstreetmap.org/node/11558863369
ゆぽぽ大運橋温泉,ゆぽぽ大運橋温泉,大阪府,,,,34.6351347,135.4683128,,,,openstreetmap,node/11558863370,https://www.openstreetmap.org/node/11558863370
鶴町湯,鶴町湯,大阪府,,,,34.6369652,135.4553284,,,,openstreetmap,node/11558863371,https://www.openstreetmap.org/node/11558863371
天然温泉JOY大正,天然温泉joy大正,大阪府,,,,34.6428107,135.4706746,,,,openstreetmap,node/11558863470,https://www.openstreetmap.org/node/11558863470
ヘルシー温泉タテバ,ヘルシー温泉タテバ,大阪府,,,,34.6640246,135.4888126,,,,openstreetmap,node/11558863471,https://www.openstreetmap.org/node/11558863471
ヘルシー温泉桜川,ヘルシー温泉桜川,大阪府,,,,34.6674216,135.4876126,,,,openstreetmap,node/11558863472,https://www.openstreetmap.org/node/11558863472
千歳温泉,千歳温泉,大阪府,,,,34.6637584,135.5379413,,,,openstreetmap,node/11558875769,https://www.openstreetmap.org/node/11558875769
百草湯,百草湯,大阪府,,,,34.6624587,135.5382338,,,,openstreetmap,node/11558875869,https://www.openstreetmap.org/node/11558875869
出世湯,出世湯,大阪府,,,,34.6518563,135.526493,,,,openstreetmap,node/11559042869,https://www.openstreetmap.org/node/11559042869
天竜湯,天竜湯,大阪府,,,,34.6482235,135.527083,,,,openstreetmap,node/11559095870,https://www.openstreetmap.org/node/11559095870
平和温泉,平和温泉,大阪府,,,,34.6452808,135.5554741,,,,openstreetmap,node/11559095871,https://www.openstreetmap.org/node/11559095871
敷島湯,敷島湯,大阪府,,,,34.6458217,135.5346706,,,,openstreetmap,node/11559097069,https://www.openstreetmap.org/node/11559097069
福徳温泉,福徳温泉,大阪府,,,,34.6398242,135.5479995,,,,openstreetmap,node/11559097169,https://www.openstreetmap.org/node/11559097169
おふろや和光(和光浴場),おふろや和光(和光浴場),大阪府,,,,34.6469007,135.5073402,,,,openstreetmap,node/11559097170,https://www.openstreetmap.org/node/11559097170
出城温泉,出城温泉,大阪府,,,,34.6498393,135.4930298,,,,openstreetmap,node/11559183269,https://www.openstreetmap.org/node/11559183269
三星温泉,三星温泉,大阪府,,,,34.6481774,135.4882967,,,,openstreetmap,node/11559183369,https://www.openstreetmap.org/node/11559183369
大福湯,大福湯,大阪府,,,,34.6410284,135.4988505,,,,openstreetmap,node/11559184069,https://www.openstreetmap.org/node/11559184069
天水湯,天水湯,大阪府,,,,34.636316,135.4986872,,,,openstreetmap,node/11559184070,https://www.openstreetmap.org/node/11559184070
ニューナショナル温泉,ニューナショナル温泉,大阪府,,,,34.6394537,135.4998545,,,,openstreetmap,node/11559184169,https://www.openstreetmap.org/node/11559184169
玉水温泉,玉水温泉,大阪府,,,,34.637783,135.491151,,,,openstreetmap,node/11559184170,https://www.openstreetmap.org/node/11559184170
あさひ湯,あさひ湯,大阪府,,,,34.6383314,135.487805,,,,openstreetmap,node/11559184269,https://www.openstreetmap.org/node/11559184269
福寿湯,福寿湯,大阪府,,,,34.6349519,135.4875956,,,,openstreetmap,node/11559185169,https://www.openstreetmap.org/node/11559185169
双葉湯,双葉湯,大阪府,,,,34.6298377,135.4929893,,,,openstreetmap,node/11559247369,https://www.openstreetmap.org/node/11559247369
ニュー浴ハウスウェルネス,ニュー浴ハウスウェルネス,大阪府,,,,34.6258902,135.4954049,,,,openstreetmap,node/11559247469,https://www.openstreetmap.org/node/11559247469
